"ISBN","PubDate","PrintYear","Price","Discipline","Title","Subtitle","AuthorFirst1","AuthorLast1","AuthorAffiliation1","AuthorFirst2","AuthorLast2","AuthorAffiliation2","AuthorFirst3","AuthorLast3","AuthorAffiliation3","AuthorFirst4","AuthorLast4","AuthorAffiliation4","AuthorFirst5","AuthorLast5","AuthorAffiliation5","AuthorEditor","Imprint","Edition","Cover","Pages","Illustrations","Series","Volume","AuthorURL1","Description","TOC","Reviews","Classification","AuthorCountry"
"1402020635",2004-07-28,"2004",66.00,"Mathematics","Topics in Analysis and its Applications",,"Grigor A.","Barsegian","Institute of Mathematics, National Academy of Sciences of Armenia, Yerevan, Armenia","Heinrich G.W.","Begehr","Freie Universität, Berlin, Germany",,,,,,,,,,"E",,,"SC","469","0","NATO Science Series II: Mathematics, Physics and Chemistry","000147",,"Most topics dealt with here deal with complex analysis of both one and several complex variables. Several contributions come from elasticity theory. Areas covered include the theory of p-adic analysis, mappings of bounded mean oscillations, quasiconformal",,,"C","USA"
"321121996X",2004-07-28,"2004",69.95,"Physics","Fluid Mechanics of Surfactant and Polymer Solutions",,"Victor","Starov","Leicester, UK","Ivan","Ivanov","Sofia, Bulgaria",,,,,,,,,,"E",,,"SC","173",,"CISM International Centre for Mechanical Sciences","000463",,"Colloidal systems and dispersions are of great importance in oil recovery, waist water treatment, coating, food and beverage industry, pharmaceutical industry, medicine, environmental protection etc. Colloidal systems and dispersions are always multi-comp",,,"C","China"
"038721240X",2004-07-28,"2004",84.95,"Statistics","The Cross-Entropy Method","A Unified Approach to Combinatorial Optimization, Monte-Carlo Simulation and Machine Learning","Reuven Y.","Rubinstein","Technion-Israel Institute of Technology, Haifa, Israel","Dirk P.","Kroese","University of Queensland, St. Lucia, QLD, Australia",,,,,,,,,,"A",,,"HC","300",,"Information Science and Statistics",,,"<P>This book is a comprehensive and accessible introduction to the</P> <P>cross-entropy (CE) method. The book is based on an advanced undergraduate course on the CE</P> <P>method, given at the Israel Institute of Technology (Technion) for the</P> <P>last ","<P>Preliminaries * A Tutorial Introduction to the Cross-Entropy Method *&nbsp;Efficient Simulation via Cross-Entropy * Combinatorial Optimization via Cross-Entropy * Continuous Optimzation and Modifications * Noisy Optimization with CE * Applications of C",,"A","Ghana"
"1852338032",2004-07-28,"2004",89.95,"Engineering","Managing Engineering Design",,"Crispin","Hales","Triodyne Inc., Northbrook, IL","Shayne","Gooch","University of Canterbury, Christchurch, New Zealand",,,,,,,,,,"A",,"02","HC","252","78",,,,"Engineering design concerns us all. In new products we expect higher quality, better reliability, lower cost, improved safety and more respect for the environment. The Design Manager is responsible for fulfilling these disparate and often mutually contrad","PART I The Context Ways of Thinking about Engineering Design The Project Context PART II Task, Team and Tools Profiling the Project Managing the Design Team PART III The Project Project Proposal: Getting the Job Design Specification: Clarification of the ","<P>Industrial organisations are facing increasing international pressure.&nbsp; To remain in business, they must continually design new competitive products.&nbsp; These products, and the processes by which they are designed, are becoming increasingly com","B","France"
"0387402705",2004-07-28,"2004",89.95,"Statistics","Statistical Analysis and Data Display","An Intermediate Course with examples in S-PLUS, R, and SAS","Richard M.","Heiberger","Temple University, PA","Burt","Holland","Temple University, PA",,,,,,,,,,"A",,,"HC","729",,"Springer Texts in Statistics",,,"This book can serve as a stand-alone text for a contemporary year-long course in statistical methods. The book is organized around statistical topics with each chapter introducing concepts and terminology, developing the rationale for its methods, present","Introduction * Data and Statistics * Statistics Concepts * Graphs * Introductory Inference * Bivariate Statistics--Discrete * Multiple Regression * Robust Methods * Computationally Intensive Models * Design of Experiments * Logistic Regression * Generaliz",,"A","England"
"1402080778",2004-07-28,"2004",91.00,"Earth Sciences","International Regulation of Underwater Sound","Establishing Rules and Standards to Address Ocean Noise Pollution","Elena","McCarthy","Marine Policy Center, Woods Hole Oceanographic Institution, MA, USA",,,,,,,,,,,,,"A",,,"HC","304","0",,,,"Concern over the effects of noise on marine life, particularly marine mammals, has emerged as a topic of considerable interest to both professionals and laypersons alike. The controversy has been fueled by a series of international events that suggest a r",,,"B","India"
"3211208917",2004-07-28,"2004",99.00,"Engineering","Phase Change with Convection: Modelling and Validation",,"Tomasz A.","Kowalewski",,"Dominique","Gobin","Campus Universitaire, Orsay, France",,,,,,,,,,"E",,,"SC","272",,"CISM International Centre for Mechanical Sciences","000449",,"Solid-liquid phase change phenomena are present in a large number of industrial applications and natural processes like material processing, crystal growth, heat storage, icebergs or magma eruption. Numerical modelling of strongly non-linear, moving bound",,,"C","USA"
"1402078412",2004-07-28,"2004",104.00,"Education","Advances in Research on Networked Learning",,"P.","Goodyear","Faculty of Education and Social Work, University of Sydney, NSW, Australia","Sheena","Banks","University of Sheffield, UK","Vivien","Hodgson","Dept. of Management Learning, University of Lancaster, UK","David","McConnell","Networked Learning Research Group, University of Sheffield, UK",,,,"E",,,"HC","248","0","Computer-Supported Collaborative Learning Series","000004",,"Networked learning is learning in which information and communications technology (ICT) is used to promote connections: between one learner and other learners; between learners and tutors; between a learning community and its learning resources. Networked",,,"B","China"
"1852337036",2004-07-28,"2004",109.00,"Computer Science","Knowledge Discovery in Multiple Databases",,"Shichao","Zhang","Deakin University, Geelong, VIC, Australia","Chengqi","Zhang","Deakin University, Geelong, VIC, Australia","Xindong","Wu","University of Vermont, Burlington, VT, USA",,,,,,,"A",,,"HC","233",,"Advanced Information and Knowledge Processing",,,"The Web has emerged as a large, distributed data repository, and information on the Internet and in existing transaction databases can be analyzed for commercial gains in decision making. Therefore, how to efficiently identify quality knowledge from diffe","Importance of Multi-Database Mining Data Mining and Multi-Database Mining Local Pattern Analysis Identifying Quality Knowledge Database Clustering Dealing with Inconsistency Identifying High-Vote Patterns Identifying Exceptional Patterns Synthesizing Glob",,"B","Ghana"
"1402020457",2004-07-28,"2004",110.00,"Biology","Green Manure/Cover Crop Systems of Smallholder Farmers","Experiences from Tropical and Subtropical Regions","Marjatta","EilittΣ",,"Joseph","Mureithi",,"Rolf","Derpsch",,,,,,,,"E",,,"HC","362","0",,,,"In the 1980s and 1990s, green manure/cover crop (GMCC) systems became a popular agricultural technology in research and development efforts for smallholder tropical and subtropical farmers. However, few syntheses of these experiences have been conducted. ",,,"C","France"
"3211213236",2004-07-28,"2004",119.00,"Engineering","Chemo-Mechanical Couplings in Porous Media Geomechanics and Biomechanics",,"Benjamin","Loret","Institut National Polytechnique de Grenoble, France","Jacques M.","Huyghe","Eindhoven University of Technology, The Netherlands",,,,,,,,,,"E",,,"SC","382",,"CISM International Centre for Mechanical Sciences","000462",,"<P>The book addresses fundamental issues faced by experimentalists, modelers and engineers interested in different physical, mechanical and transport aspects of biological tissues and chemically active geological materials, mainly clays and shales. The fo",,,"C","England"
"1402020309",2004-07-28,"2004",127.00,"Mathematics","Multifrequency Oscillations of Nonlinear Systems",,"A.M","Samoilenko","Institute of Mathematics, National Academy of Sciences of Ukraine, Kiev, Ukraine","R.","Petryshyn","Chernivtsi National University, Ukraine",,,,,,,,,,"A",,,"HC","317","0","Mathematics and its Applications","000567",,"In contrast to other books devoted to the averaging method and the method of integral manifolds, in the present book we study oscillation systems with many varying frequencies. In the process of evolution, systems of this type can pass from one resonance ",,,"B","USA"
"0792387929",2004-07-28,"2004",182.00,"Medicine","Immunological Diseases of Liver and Gut",,"M.","Lukßs","Charles University, Prague, Czech Republic","M.P.","Manns","Medizinische Hochschule Hannover, Germany","J.","Spicak","Institute for Clinical and Experimental Medicine, Prague, Czech Republic","E.-F.","Stange","Zentrum Innere Medizin, Robert Bosch Krankenhaus, Stuttgart, Germany",,,,"E",,,"HC","320","0","Falk Symposium","000135",,"This book is the proceedings of the Falk Symposium No. 135 held in Prague, Czech Republic, on September 12-13, 2003, and is dedicated to the important issue of immunological aspects of diseases of the liver and gut. Without any doubt, immunological pathwa",,,"C","China"
"1402018282",2004-07-28,"2004",198.00,"Engineering","The Rational Spirit in Modern Continuum Mechanics","Essays and Papers Dedicated to the Memory of Clifford Ambrose Truesdell III","Chi-Sing","Man","University of Kentucky, Lexington, KY","Roger L.","Fosdick","Dept. of Aerospace Engineering and Mechanics, University of Minnesota, Minneapolis",,,,,,,,,,"E",,,"HC","808","0",,,,"Through his voluminous and influential writings, editorial activities, organizational leadership, intellectual acumen, and strong sense of history, Clifford A. Truesdell (1919-2000) was the main architect for the renaissance of rational continuum mechanic",,,"C","Ghana"
"3211406913",2004-07-28,"2004",199.00,"Medicine","The Macula","Diagnosis, Treatment and Future Trends","Susanne","Binder","Rudolf Foundation Hospital, Vienna, Austria",,,,,,,,,,,,,"E",,,"HC","309",,,,,"This book covers the most recent diagnosis and management in age-related macular degeneration, with it`s current medical and surgical treatment options. Topics include the field of retinal transplantation, retinal rotation, angiogenesis and anti-angiogene",,,"C","France"
"085404633X",2004-07-28,"2004",249.00,"Chemistry","The Gluten Proteins",,"D.","Lafiandra","University of Tuscany, Italy","C.","Masci","University of Tuscany, Italy","R.","D'Ovidio","University of Tuscany, Italy",,,,,,,"E","Royal Society of Chemistry",,"HC","472",,,"000295",,"<P>This book brings together recent, international contributions to the study of gluten proteins from leading experts in the field. Gluten proteins have gained greater importance due not only to their fundamental role in determining technological quality ","<P>Biotechnology, Transcriptomics and Proteomics; Genetics and Quality; Environmental Effects; Gluten Rheology and Functionality; Gluten Polymers and Tools to Investigate their Structure; Gluten Interactions with Exogenous and Endogenous Components; Nutri",,"B","England"
"085404891X",2004-07-28,"2004",269.00,"Chemistry","Gums and Stabilisers for the Food Industry 12",,"P.A.","Williams","North East Wales Institute, Wrexham, UK","G.O.","Phillips","North East Wales Institute, Wrexham, UK",,,,,,,,,,"E","Royal Society of Chemistry",,"HC","604",,,"000294",,"<P>The latest volume of this successful series captures the latest research findings of leading scientists in the field of food hydrocolloids. </P> <P>The impressive list of contributions from international experts includes topics such as: </P> <P>┬╖ Hydr","<P>Applications of hydrocolloids; Rheological properties of hydrocolloids; Mixed hydrocolloid systems; Chemical, biochemical and physicochemical characterisation of hydrocolloids; Role of hydrocolloids on the stability of emulsions; Hydrocolloids in low m",,"C","USA"
"1402081561",2004-07-29,"2004",180.00,"Computer Science","Building the Information Society",,"RenΘ","Jacquart",,,,,,,,,,,,,,"E",,,"HC","762",,"IFIP International Federation for Information Processing","000156",,"<P>In the context of the 18th IFIP World Computer Congress (WCC?04), and beside the traditional organization of conferences, workshops, tutorials and student forum, it was decided to identify a range of topics of dramatic interest for the building of the ",,,"C","China"
"1590593871",2004-07-30,"2004",39.99,"Computer Science","Oracle Insights: Tales of the Oak Table","Tales of the OakTable","Mogens","Norgaard",,"Dave","Ensor",,"Tim","Gorman",,"Kyle","Hailey",,"Anjo","Kolk",,"A","APress",,"SC","419",,,,,"<P>Print: articles in Oracle-related magazines (especially",,,"A","Ghana"
"1590593960",2004-07-30,"2004",19.99,"Computer Science","Offshoring IT: The Good, the Bad, and the Ugly","What Can Go Wrong and Why","Bill","Blunden",,,,,,,,,,,,,,"A","APress",,"SC","138",,,,,"<P>With the emergence of global data networks, in conjunction with educational investments made by developing countries, the movement to export work offshore in the United States has experienced a notable rise in popularity. An entire industry has grown u","<P>Chapter 1 Setting the Stage</P> <P>Chapter 2 Measuring the Trend</P> <P>Chapter 3 The Challenges of Offshoring</P> <P>Chapter 4 Case Study </P> <P>Chapter 5 Arguments in Favor Offshoring</P> <P>Chapter 6 Arguments Against Offshoring</P> <P>Chapter 7 Cl",,"A","France"
